Rec,Inf,Name,Position,Club,On Loan From,Based,Asking Price,Wage,Expires,Nat,2nd Nat,Home-Grown Status,Height,Weight,Preferred Foot,Age,Personality,Media Handling,Transfer Value,Apps,Mins,Gls,Ast,Clean sheets,xG - Goals,npxG,npxG - npG,npxG per 90,npxG per Shot (min. 10 shots),Offsides per npxG (min. 1 npxG),Assist per Key Pass (min. 5 KP),Net Fouls,Yellow Cards per Tackle,Tackles Won per 90,Defensive Actions per 90,Apps,Starts,Mins,Mins/Gm,Av Rat,Gls,Gls/90,Shots,ShT,Shot %,Shot/90,ShT/90,Pens,Pens S,Pen/R,Off,xG,CCC,Ch C/90,Ast,Asts/90,K Pas,K Ps/90,Pas A,Ps A/90,Ps C,Ps C/90,Pas %,Cr A,Cr C,Cr C/A,Drb,Drb/90,FA,Distance,Hdrs A,Aer A/90,Hdrs,Hdrs W/90,Hdr %,K Tck,Tck W,Tck,Tck R,Fls,Yel,Red,Itc,Int/90,Clear,Conc,Con/90,Clean sheets,xSv %,Svh,Svt,Svp,Sv %,Pens Faced,Pens Saved,Pens Saved Ratio,PoM,Substitute Appearances,Minutes per Game,Tackles Attempted,Distance per 90
- - -,,Álvaro Fernández,GK,Southampton,,England (Premier Division),-,"£26,000 p/w",30/6/2026,ESP,BAS,-,"6'1""",75 kg,Right,25,Spirited,Scouting Required,£8.6M - £11M,1,90,0,0,1,,,,,,,,0,,,,1,1,90,90,7.1,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,41,41,33,33,80%,-,-,-,0,-,0,6.5km,-,-,-,-,-,0,-,-,-,0,0,0,0,-,-,0,0,1,0%,0,0,0,0%,0,0,-,0,,90,,6.5
- - -,Wnt,Jorge Cuenca,D (C),Villarreal,,Spain (First Division),-,"£21,000 p/w",30/6/2027,ESP,,-,"6'2""",76 kg,Left,23,Spirited,Scouting Required,£46M - £71M,11 (2),"1,114",2,0,-,-0.8,1.2,-0.8,0.097,,0.83,,11,0.2,0.646,22.61,11 (2),11,"1,114",165.09,7.35,2,0.16,5,2,40%,0.4,0.16,0,0,-,1,1.2,1,0.58,0,-,3,0.24,872,70.45,834,67.38,96%,0,0,0%,0,-,1,129.3km,162,13.09,146,11.8,90%,1,8,0.65,80%,12,2,0,34,2.75,112,-,-,-,-,-,-,-,-,10,0,-,1,2,85.69,10,10.446
- - -,,Gaspar,"M (L), AM (RLC)",S. Gijón,,Spain (First Division),-,"£7,500 p/w",30/6/2027,ESP,,-,"5'9""",73 kg,Right,23,Resolute,Scouting Required,£4.8M - £6.2M,1 (5),152,0,0,-,0.07,0.07,0.07,0.035,,,,-1,0,1,6.39,1 (5),1,152,25.33,6.77,0,-,1,1,100%,0.59,0.59,0,0,-,2,0.07,1,0.59,0,-,3,1.78,71,42.04,60,35.53,85%,6,1,16%,4,2.37,4,19.9km,14,8.29,6,3.55,43%,0,2,1.18,100%,3,0,0,3,1.78,1,-,-,-,-,-,-,-,-,2,0,-,0,5,25.33,2,11.783
- - -,,Miguel De la Fuente,ST (C),Alavés,,Spain (First Division),-,"£10,000 p/w",30/6/2026,ESP,,-,"5'11""",77 kg,Right,24,Fairly Ambitious,Scouting Required,£6M - £9.2M,11 (1),754,0,0,-,3.24,3.24,3.24,0.387,0.108,1.23,0,-9,0,0.444,5.76,11 (1),11,754,62.83,6.61,0,-,30,9,30%,3.58,1.07,0,0,-,4,3.24,1,0.12,0,-,8,0.95,321,38.32,258,30.8,80%,4,0,0%,2,0.24,16,104.2km,112,13.37,39,4.66,35%,0,4,0.48,100%,7,0,0,4,0.48,9,-,-,-,-,-,-,-,-,4,0,-,0,1,62.83,4,12.438
- - -,,Dani Vivian,"D (C), DM",A. Bilbao,,Spain (First Division),-,"£9,750 p/w",30/6/2026,ESP,BAS,-,"6'0""",83 kg,Right,24,Perfectionist,Scouting Required,£140K - £8.4M,7 (1),719,0,0,-,0.19,0.19,0.19,0.024,,,,7,0,0.375,20.66,7 (1),7,719,89.88,6.79,0,-,2,0,0%,0.25,0,0,0,-,2,0.19,1,0.13,0,-,3,0.38,391,48.94,360,45.06,92%,1,1,100%,2,0.25,0,83.2km,105,13.14,90,11.27,86%,0,3,0.38,50%,7,0,0,23,2.88,67,-,-,-,-,-,-,-,-,6,0,-,0,1,89.88,6,10.414
- - -,Inj,Álex Domínguez,GK,Las Palmas,,Spain (First Division),-,"£4,100 p/w",30/6/2024,ESP,,-,"6'2""",80 kg,Right,25,Fairly Determined,Scouting Required,£40K - £130K,2 (2),227,0,0,3,,,,,,,,-1,,,,2 (2),2,227,56.75,6.58,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,87,34.49,25,9.91,29%,-,-,-,0,-,2,14.1km,-,-,-,-,-,0,-,-,-,1,1,0,0,-,-,3,1.19,3,0%,1,2,4,-10%,0,0,-,0,2,56.75,,5.59
- - -,,Víctor Gómez,D/WB (R),Espanyol,,Spain (First Division),-,"£7,750 p/w",30/6/2025,ESP,,-,"5'7""",68 kg,Right,23,Balanced,Scouting Required,£500K - £5.2M,2 (2),301,0,0,-,,,,,,,,3,0,1.25,14.41,2 (2),2,301,75.25,6.67,0,-,1,0,0%,0.3,0,0,0,-,0,0,0,-,0,-,1,0.3,175,52.33,158,47.24,90%,14,6,42%,2,0.6,3,41.5km,35,10.47,19,5.68,54%,0,5,1.5,71%,6,0,0,10,2.99,18,-,-,-,-,-,-,-,-,7,0,-,0,2,75.25,7,12.409
- - -,,Aleksandar Kolarov,"D (LC), WB (L)",Sheff Utd,,England (Premier Division),-,"£25,500 p/w",30/6/2025,SRB,,-,"6'2""",80 kg,Left,37,Resolute,Scouting Required,£120K - £1.2M,9 (1),756,0,1,-,0.07,0.07,0.07,0.008,,,0.1,22,0.053,1.778,15.71,9 (1),9,756,162,6.78,0,-,1,1,100%,0.12,0.12,0,0,-,4,0.07,1,0.5,1,0.12,10,1.19,490,58.33,441,52.5,90%,60,18,30%,5,0.6,1,101.4km,79,9.4,70,8.33,89%,1,16,1.9,84%,23,1,0,10,1.19,41,-,-,-,-,-,-,-,-,19,0,-,0,1,75.6,19,12.071
- - -,,Juan Miranda,D/WB/M (L),Real Hispalis,,Spain (First Division),-,"£22,500 p/w",30/6/2027,ESP,,-,"6'1""",76 kg,Left,23,Fairly Professional,Scouting Required,£8M - £10M,15 (1),"1,358",3,1,-,-1.59,1.41,-1.59,0.093,0.088,2.84,0.071,7,0,2.253,12.99,15 (1),15,"1,358",172.55,7.26,3,0.2,16,8,50%,1.06,0.53,0,0,-,4,1.41,5,0.8,1,0.07,14,0.93,687,45.53,612,40.56,89%,37,12,32%,20,1.33,18,185.7km,141,9.34,90,5.96,64%,2,34,2.25,83%,25,0,0,30,1.99,42,-,-,-,-,-,-,-,-,41,0,-,1,1,84.88,41,12.307
- - -,,Stevan Jovetić,"AM (C), ST (C)",Valencia,,Spain (First Division),-,"£32,000 p/w",30/6/2024,MNE,SRB,Trained in nation (15-21),"6'0""",78 kg,Right,34,Light-Hearted,Scouting Required,£95K - £950K,6 (8),697,5,1,-,0.14,2.86,0.86,0.369,0.124,0.35,0.071,-9,0.111,0.75,5.32,6 (8),6,697,97.15,6.99,5,0.65,23,11,48%,2.97,1.42,3,3,100%,1,5.14,5,0.88,1,0.13,14,1.81,334,43.13,265,34.22,79%,8,2,25%,12,1.55,15,103.7km,79,10.2,29,3.74,37%,0,6,0.77,67%,6,1,0,6,0.77,6,-,-,-,-,-,-,-,-,9,3,67%,1,8,49.79,9,13.39
- - -,,Miguel Baeza,"M (C), AM (LC), ST (C)",Vigo,,Spain (First Division),-,"£18,000 p/w",30/6/2028,ESP,,-,"5'10""",75 kg,Left,23,Fairly Determined,Scouting Required,£6M - £7.2M,1 (8),300,0,1,-,0.21,0.21,0.21,0.053,,,,5,0,1,8.88,1 (8),1,300,33.33,6.9,0,-,6,3,50%,1.8,0.9,0,0,-,0,0.21,1,0.3,1,0.3,3,0.9,130,39,113,33.9,87%,15,6,40%,6,1.8,1,45.2km,28,8.4,17,5.1,61%,0,4,1.2,67%,6,0,0,6,1.8,6,-,-,-,-,-,-,-,-,6,0,-,0,8,33.33,6,13.56
- - -,,Hugo Guillamón,"D (C), DM, M (C)",Napoli,,Italy (Serie A),-,"£17,500 p/w",30/6/2027,ESP,BAS,-,"6'0""",76 kg,Right,23,Spirited,Scouting Required,£7.6M - £9.2M,5 (6),540,0,0,-,0.01,0.01,0.01,0.002,,,,2,0.111,1.167,17.57,5 (6),5,540,107.5,6.79,0,-,1,1,100%,0.17,0.17,0,0,-,0,0.01,0,-,0,-,1,0.17,491,81.83,472,78.67,96%,0,0,0%,0,-,3,67.0km,62,10.33,48,8,77%,1,7,1.17,78%,5,1,0,16,2.67,35,-,-,-,-,-,-,-,-,9,0,-,0,6,49.09,9,11.167
- - -,,Iván Martín,M/AM (LC),A. Bilbao,,Spain (First Division),-,"£35,500 p/w",30/6/2028,ESP,BAS,-,"5'10""",76 kg,Left,24,Fairly Determined,Scouting Required,£21M - £33M,10 (1),823,2,1,-,-0.13,1.11,0.11,0.121,0.058,1.8,0.037,-3,0,1.3,7.37,10 (1),10,823,74.82,7.3,2,0.22,19,5,26%,2.08,0.55,1,1,100%,2,1.87,3,0.33,1,0.11,27,2.95,478,52.27,399,43.63,83%,28,10,35%,9,0.98,11,123.4km,56,6.12,43,4.7,77%,0,13,1.42,62%,8,0,0,5,0.55,15,-,-,-,-,-,-,-,-,21,1,62%,1,1,74.82,21,13.495
- - -,,Róber,"M (R), AM (RL)",Real Hispalis,,Spain (First Division),-,"£20,500 p/w",30/6/2026,ESP,,-,"5'7""",62 kg,Either,22,Balanced,Scouting Required,£6.4M - £7.8M,15,"1,149",1,2,-,-0.5,0.5,-0.5,0.039,,,0.133,-2,0.067,1.88,7.97,15,15,"1,149",155.4,6.69,1,0.08,6,1,17%,0.47,0.08,0,0,-,6,0.5,7,1.05,2,0.16,15,1.17,518,40.57,458,35.87,88%,71,11,15%,39,3.05,19,165.0km,64,5.01,41,3.21,64%,0,24,1.88,80%,17,2,0,26,2.04,19,-,-,-,-,-,-,-,-,30,0,-,0,,76.6,30,12.924
- - -,,Jon Morcillo,"M/AM (RL), ST (C)",Brest,,France (Ligue 1 Uber Eats),-,"£11,500 p/w",30/6/2026,ESP,BAS,-,"6'0""",72 kg,Left,25,Balanced,Scouting Required,£4.8M - £7.6M,0 (8),209,0,2,-,0.92,0.92,0.92,0.307,,,,-1,0,1.333,7.75,0 (8),-,209,26.12,6.9,0,-,8,4,50%,3.44,1.72,0,0,-,1,0.92,0,-,2,0.86,4,1.72,75,32.3,68,29.28,91%,2,0,0%,4,1.72,2,28.3km,24,10.33,10,4.31,42%,0,4,1.72,100%,1,0,0,4,1.72,2,-,-,-,-,-,-,-,-,4,0,-,0,8,,4,12.187
- - -,,Sergio Ramos,D (C),Paris SG,,France (Ligue 1 Uber Eats),-,"£130,000 p/w",30/6/2025,ESP,,-,"6'0""",81 kg,Right,37,Perfectionist,"Outspoken, Evasive",Not for Sale,2 (2),246,0,0,-,0.16,0.16,0.16,0.053,,,,3,0.4,1.333,24.37,2 (2),2,246,123,7,0,-,2,1,50%,0.73,0.37,0,0,-,0,0.16,0,-,0,-,2,0.73,245,89.63,241,88.17,98%,6,2,33%,0,-,0,27.8km,30,10.98,22,8.05,73%,1,4,1.46,80%,3,2,0,10,3.66,26,-,-,-,-,-,-,-,-,5,0,-,0,2,61.5,5,10.171
- - -,,Andrea Ranocchia,D (C),Real San Sebastián,,Spain (First Division),-,"£15,750 p/w",30/6/2024,ITA,,Trained in nation (15-21),"6'5""",80 kg,Right,35,Professional,Scouting Required,£130K - £400K,1,90,0,0,-,,,,,,,,0,0,1,32.6,1,1,90,90,7.6,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,56,56,56,56,100%,0,0,0%,0,-,0,10.4km,13,13,12,12,92%,1,1,1,100%,0,0,0,3,3,10,-,-,-,-,-,-,-,-,1,0,-,0,,90,1,10.4
- - -,,Juan Artola,"M/AM (RLC), ST (C)",A. Bilbao,,Spain (First Division),-,"£6,000 p/w",30/6/2025,ESP,BAS,-,"5'9""",73 kg,Right Only,23,Balanced,Scouting Required,£5.8M - £8.8M,0 (2),56,0,0,-,0.9,0.9,0.9,0.9,,,,-1,,,,0 (2),-,56,28,6.2,0,-,2,1,50%,-,-,0,0,-,0,0.9,0,-,0,-,0,-,27,-,23,-,85%,0,0,0%,0,-,1,8.1km,4,-,1,-,25%,0,-,-,-,0,0,0,0,-,0,-,-,-,-,-,-,-,-,0,0,-,0,2,,,13.018
- - -,,Sergio Carreira,D/WB/M (R),Vigo,,Spain (First Division),-,"£69,000 p/w",30/6/2028,ESP,,-,"5'7""",67 kg,Right,23,Fairly Determined,Scouting Required,£11.5M - £18M,3 (4),431,0,1,-,0.15,0.15,0.15,0.03,,,0.111,3,0.25,1.2,14.37,3 (4),3,431,61.57,6.94,0,-,2,0,0%,0.42,0,0,0,-,1,0.15,0,-,1,0.21,9,1.88,250,52.2,236,49.28,94%,22,6,27%,6,1.25,4,50.8km,35,7.31,26,5.43,74%,1,6,1.25,75%,7,2,1,14,2.92,19,-,-,-,-,-,-,-,-,8,0,-,1,4,61.57,8,10.608
- - -,Ask,Jon Moncayola,"DM, M (C)",Atlético Pamplona,,Spain (First Division),-,"£16,500 p/w",8/6/2031,ESP,BAS,-,"5'11""",73 kg,Right,25,Balanced,Scouting Required,£13.5M - £21M,9,701,1,1,-,-0.35,0.65,-0.35,0.083,,,0.067,5,0.188,1.5,5.98,9,9,701,77.89,6.93,1,0.13,6,3,50%,0.77,0.39,0,0,-,1,0.65,3,0.39,1,0.13,15,1.93,547,70.23,486,62.4,89%,12,5,41%,2,0.26,6,104.6km,25,3.21,17,2.18,68%,0,12,1.54,75%,11,3,1,8,1.03,13,-,-,-,-,-,-,-,-,16,0,-,0,,77.89,16,13.429
- - -,,Sergio Lozano,"DM, M/AM (C)",SV Werder,,Germany (Bundesliga),-,"£7,000 p/w",30/6/2025,ESP,,-,"5'9""",69 kg,Right Only,24,Fairly Determined,Scouting Required,£190K - £1.9M,0 (1),7,0,0,-,,,,,,,,0,,,,0 (1),-,7,7,-,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,5,-,4,-,80%,0,0,0%,0,-,0,1.8km,0,-,-,-,-,0,-,-,-,0,0,0,0,-,0,-,-,-,-,-,-,-,-,0,0,-,0,1,,,23.143
- - -,Inj,Matteo Darmian,"D (RLC), WB/M (RL)",Inter,,Italy (Serie A),-,"£50,000 p/w",30/6/2024,ITA,,Trained at club (15-21),"6'0""",70 kg,Right,33,Professional,Scouting Required,£275K - £2.8M,0 (1),38,0,0,-,0.09,0.09,0.09,0.09,,,,1,,0,,0 (1),-,38,38,6.6,0,-,1,0,0%,-,-,0,0,-,1,0.09,0,-,0,-,1,-,12,-,11,-,92%,9,0,0%,0,-,1,6.7km,2,-,2,-,100%,0,0,0,0%,2,1,0,2,-,1,-,-,-,-,-,-,-,-,1,0,-,0,1,,,15.868
- - -,Lst,Víctor García,D/WB/M/AM (R),Valladolid,,Spain (First Division),£225K,"£6,000 p/w",30/6/2024,ESP,,-,"5'10""",70 kg,Right Only,26,Balanced,Scouting Required,£220K,0 (4),81,0,0,-,0.18,0.18,0.18,0.18,,,,2,0,1,9.56,0 (4),-,81,20.25,6.9,0,-,4,1,25%,4.44,1.11,0,0,-,0,0.18,0,-,0,-,1,1.11,38,42.22,33,36.67,87%,6,4,66%,0,-,1,13.8km,8,8.89,7,7.78,88%,0,1,1.11,100%,3,0,1,0,-,2,-,-,-,-,-,-,-,-,1,0,-,0,4,,1,15.333
- - -,,Mohammed Salisu,D (C),Southampton,,England (Premier Division),-,"£77,000 p/w",30/6/2027,GHA,,-,"6'3""",82 kg,Left Only,24,Fairly Determined,Scouting Required,£49M - £73M,10,806,2,0,-,-1.81,0.19,-1.81,0.021,,,,1,0.125,0.444,25.1,10,10,806,169.56,7.27,2,0.22,6,2,33%,0.67,0.22,0,0,-,0,0.19,0,-,0,-,3,0.33,616,68.78,582,64.99,94%,0,0,0%,0,-,3,92.8km,137,15.3,106,11.84,77%,4,4,0.45,50%,4,1,1,35,3.91,65,-,-,-,-,-,-,-,-,8,0,-,1,,80.6,8,10.362
- - -,Ask,Rodrigo Zalazar,"DM, M/AM (C)",Schalke 04,,Germany (Bundesliga),-,"£1,600 p/w",30/6/2026,URU,ESP,-,"5'10""",78 kg,Right,24,Fairly Determined,Scouting Required,£425K - £4.2M,0 (5),51,0,0,-,0.42,0.42,0.42,0.42,,,,-1,,,,0 (5),-,51,10.2,6.5,0,-,2,0,0%,-,-,0,0,-,0,0.42,0,-,0,-,1,-,34,-,30,-,88%,0,0,0%,0,-,1,7.1km,2,-,2,-,100%,0,-,-,-,0,0,0,0,-,2,-,-,-,-,-,-,-,-,0,0,-,0,5,,,12.529
- - -,,Salva Ferrer,D/WB (R),Spezia,,Italy (Serie A),-,"£26,000 p/w",30/6/2027,ESP,ITA,-,"6'0""",73 kg,Right,25,Balanced,Scouting Required,Not for Sale,10,890,0,1,-,,,,,,,0.077,6,0.04,1.8,14.14,10,10,890,178.89,6.65,0,-,0,-,-,-,-,0,0,-,1,0,3,1.23,1,0.1,13,1.31,411,41.56,381,38.53,93%,50,13,26%,10,1.01,10,123.4km,66,6.67,46,4.65,70%,1,18,1.82,72%,16,1,0,29,2.93,47,-,-,-,-,-,-,-,-,25,0,-,0,,89,25,12.479
- - -,Ask,Hugo Duro,"AM (LC), ST (C)",Getafe,,Spain (First Division),£2.3M,"£9,000 p/w",30/6/2024,ESP,,-,"6'0""",76 kg,Left,23,Fairly Determined,Scouting Required,£2.3M,12,"1,056",2,0,-,4.04,4.52,3.52,0.385,0.137,1.33,0,-20,0,0.767,4.93,12,12,"1,056",88,6.69,2,0.17,33,17,52%,2.81,1.45,2,1,50%,6,6.04,2,0.17,0,-,9,0.77,458,39.03,379,32.3,83%,11,4,36%,9,0.77,31,139.9km,142,12.1,36,3.07,25%,0,9,0.77,64%,11,0,0,6,0.51,14,-,-,-,-,-,-,-,-,14,1,64%,0,,88,14,11.923
- - -,,Konrad De la Fuente,"M/AM (RL), ST (C)",OM,,France (Ligue 1 Uber Eats),-,"£26,500 p/w",30/6/2027,USA,HAI,-,"5'7""",63 kg,Right,22,Balanced,Scouting Required,£10.5M - £13M,4 (2),361,2,0,-,-1.06,0.94,-1.06,0.188,0.055,,,-18,0,0.2,4.74,4 (2),4,361,60.17,6.82,2,0.5,17,6,35%,4.24,1.5,0,0,-,4,0.94,0,-,0,-,3,0.75,126,31.41,96,23.93,76%,2,1,50%,4,1,22,44.6km,43,10.72,15,3.74,35%,0,1,0.25,20%,4,0,0,1,0.25,5,-,-,-,-,-,-,-,-,5,0,-,0,2,60.17,5,11.119
- - -,,Ansu Fati,"AM (RL), ST (C)",Man UFC,,England (Premier Division),-,"£120,000 p/w",30/6/2027,ESP,GNB,-,"5'11""",67 kg,Right,21,Spirited,Scouting Required,£59M - £87M,3 (5),302,2,3,-,-0.17,1.83,-0.17,0.458,0.092,0,0.5,-4,0,0.75,6.14,3 (5),3,302,94.8,7.3,2,0.6,20,12,60%,5.96,3.58,0,0,-,0,1.83,2,0.7,3,0.89,6,1.79,136,40.53,113,33.68,83%,4,1,25%,6,1.79,4,45.6km,15,4.47,7,2.09,47%,0,3,0.89,100%,0,0,0,7,2.09,5,-,-,-,-,-,-,-,-,3,0,-,2,5,37.75,3,13.589
- - -,Wnt,Álex Blesa,"DM, M/AM (C)",Levante,,Spain (First Division),-,"£9,000 p/w",30/6/2026,ESP,,-,"5'11""",72 kg,Left,21,Balanced,Scouting Required,£275K - £2.8M,0 (1),17,0,0,-,0.14,0.14,0.14,0.14,,,,-2,0,1,,0 (1),-,17,17,6.9,0,-,1,0,0%,-,-,0,0,-,0,0.14,0,-,0,-,1,-,11,-,8,-,73%,0,0,0%,0,-,2,3.8km,1,-,0,-,0%,0,1,5.29,100%,0,0,0,0,-,0,-,-,-,-,-,-,-,-,1,0,-,0,1,,1,20.118
- - -,,Albin Ekdal,"DM, M (C)",Sampdoria,,Italy (Serie A),-,"£28,000 p/w",30/6/2025,SWE,,Trained in nation (15-21),"6'1""",81 kg,Right,34,Resolute,Scouting Required,£45K - £450K,8,651,0,0,-,,,,,,,,6,0,0.875,5.53,8,8,651,81.38,6.55,0,-,0,-,-,-,-,0,0,-,1,0,0,-,0,-,3,0.41,523,72.3,484,66.91,93%,2,0,0%,1,0.14,2,89.1km,22,3.04,15,2.07,68%,0,7,0.97,88%,8,0,0,4,0.55,17,-,-,-,-,-,-,-,-,8,0,-,0,,81.38,8,12.318
- - -,Ask,Imanol,D (L),A. Bilbao,,Spain (First Division),-,"£3,800 p/w",30/6/2025,ESP,BAS,-,"5'10""",67 kg,Left,23,Balanced,Scouting Required,£160K - £1.6M,1 (2),185,0,0,-,,,,,,,,2,0.333,2,17.32,1 (2),1,185,61.67,6.85,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,2,0.97,110,53.51,97,47.19,88%,4,0,0%,0,-,0,20.9km,25,12.16,17,8.27,68%,0,6,2.92,100%,2,2,0,5,2.43,11,-,-,-,-,-,-,-,-,6,0,-,0,2,61.67,6,10.168
- - -,,Miralem Pjanić,"DM, M/AM (C)",Barcelona,,Spain (First Division),-,"£75,000 p/w",30/6/2025,BIH,LUX,-,"5'10""",72 kg,Right,33,Fairly Professional,Scouting Required,£9M - £13.5M,2,171,0,0,-,0.09,0.09,0.09,0.045,,,,0,0.333,1.5,5.37,2,2,171,85.5,7.3,0,-,1,0,0%,0.53,0,0,0,-,0,0.09,0,-,0,-,4,2.11,149,78.42,133,70,89%,2,1,50%,0,-,3,20.9km,5,2.63,4,2.11,80%,0,3,1.58,100%,3,1,0,0,-,4,-,-,-,-,-,-,-,-,3,0,-,0,,85.5,3,11
- - -,Wnt,Jean-Sylvain Babin,D (C),Reims,,France (Ligue 1 Uber Eats),£32K,"£8,500 p/w",30/6/2025,MTQ,GLP,-,"6'0""",87 kg,Right,37,Fairly Loyal,Scouting Required,£35K,1 (1),105,0,0,-,,,,,,,,1,0,0.5,24.51,1 (1),1,105,52.5,6.85,0,-,1,0,0%,0.86,0,0,0,-,0,0,0,-,0,-,0,-,53,45.43,52,44.57,98%,0,0,0%,0,-,0,13.2km,17,14.57,17,14.57,100%,0,1,0.86,100%,1,0,0,3,2.57,11,-,-,-,-,-,-,-,-,1,0,-,0,1,52.5,1,11.314
- - -,,Joan García,GK,Espanyol,,Spain (First Division),-,"£7,500 p/w",30/6/2026,ESP,,-,"5'11""",72 kg,Right,22,Balanced,Scouting Required,£170K - £1.7M,2 (2),304,0,0,1,,,,,,,,0,,,,2 (2),2,304,76,6.97,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,2,0.59,118,34.93,59,17.47,50%,-,-,-,0,-,0,17.6km,-,-,-,-,-,0,-,-,-,0,0,0,0,-,-,5,1.48,1,0%,1,4,8,-5%,0,0,-,1,2,76,,5.211
- - -,,Nico Melamed,"M (LC), AM (RLC)",Espanyol,,Spain (First Division),-,"£24,500 p/w",30/6/2027,ESP,ARG,-,"5'8""",67 kg,Right,22,Fairly Determined,Scouting Required,£120K - £8.2M,11,760,2,0,-,-1.36,0.64,-1.36,0.076,,,0,1,0.111,0.889,6.23,11,11,760,69.09,6.72,2,0.24,6,3,50%,0.71,0.36,0,0,-,1,0.64,3,0.36,0,-,12,1.42,418,49.5,358,42.39,86%,16,6,37%,8,0.95,7,119.8km,45,5.33,27,3.2,60%,0,8,0.95,89%,8,1,0,16,1.89,7,-,-,-,-,-,-,-,-,9,0,-,0,,69.09,9,14.187
- - -,,Beñat Prados,"D (C), DM, M (C)",A. Bilbao,,Spain (First Division),-,"£3,300 p/w",30/6/2025,ESP,BAS,-,"5'11""",67 kg,Right,22,Balanced,Scouting Required,£220K - £2.2M,0 (1),20,0,0,-,0.04,0.04,0.04,0.04,,,,1,,,,0 (1),-,20,20,6.5,0,-,1,0,0%,-,-,0,0,-,0,0.04,0,-,0,-,0,-,16,-,13,-,81%,0,0,0%,0,-,0,2.8km,1,-,1,-,100%,0,-,-,-,1,0,0,0,-,0,-,-,-,-,-,-,-,-,0,0,-,0,1,,,12.6
- - -,,Borja Sainz,M/AM (R),Alavés,,Spain (First Division),-,"£3,200 p/w",30/6/2025,ESP,BAS,-,"5'9""",74 kg,Right,22,Balanced,Scouting Required,£2.6M - £5.4M,2 (8),417,0,0,-,0.73,0.73,0.73,0.146,,,0,-2,0,0.4,7.38,2 (8),2,417,41.7,6.59,0,-,7,3,43%,1.51,0.65,0,0,-,2,0.73,0,-,0,-,6,1.29,186,40.14,155,33.45,83%,17,3,17%,7,1.51,7,54.6km,41,8.85,24,5.18,59%,0,2,0.43,67%,5,0,0,7,1.51,6,-,-,-,-,-,-,-,-,3,0,-,0,8,41.7,3,11.784
- - -,,Etienne Capoue,"DM, M (C)",FC Lorient,,France (Ligue 1 Uber Eats),-,"£15,500 p/w",30/6/2024,FRA,GLP,-,"6'2""",78 kg,Right,35,Balanced,Scouting Required,£35K - £375K,1 (8),303,0,0,-,,,,,,,,3,0.125,1.75,15.39,1 (8),1,303,33.67,6.53,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,3,0.89,182,54.06,160,47.52,88%,13,0,0%,2,0.59,2,45.7km,24,7.13,11,3.27,46%,2,7,2.08,88%,5,1,0,7,2.08,11,-,-,-,-,-,-,-,-,8,0,-,0,8,33.67,8,13.574
- - -,Wnt,Ramón Enríquez,M/AM (C),Zebre,,Italy (Serie A),-,"£12,250 p/w",30/6/2026,ESP,,-,"5'8""",68 kg,Right,22,Fairly Professional,Scouting Required,£5M - £9.4M,1 (3),162,0,2,-,0.11,0.11,0.11,0.055,,,0.25,-3,,0,3,1 (3),1,162,40.5,7,0,-,2,0,0%,1.11,0,0,0,-,0,0.11,4,2.22,2,1.11,8,4.44,136,75.56,117,65,86%,7,1,14%,0,-,4,27.1km,7,3.89,3,1.67,43%,0,0,0,0%,1,0,0,2,1.11,1,-,-,-,-,-,-,-,-,1,0,-,0,3,40.5,,15.056
- - -,,Alejandro Francés,D (RLC),Villarreal,,Spain (First Division),-,"£14,500 p/w",30/6/2027,ESP,,-,"5'11""",70 kg,Right,21,Balanced,Scouting Required,£16.5M - £25M,12,"1,035",0,0,-,0.02,0.02,0.02,0.002,,,0,2,0.211,1.304,20.49,12,12,"1,035",175.5,7.05,0,-,2,0,0%,0.17,0,0,0,-,1,0.02,2,0.61,0,-,5,0.43,726,63.13,679,59.04,94%,28,12,42%,8,0.7,11,126.1km,121,10.52,102,8.87,84%,3,15,1.3,79%,13,4,0,41,3.57,71,-,-,-,-,-,-,-,-,19,0,-,0,,86.25,19,10.965
- - -,Inj,Manu Sánchez,D/WB (L),A. Madrid,,Spain (First Division),-,"£6,500 p/w",30/6/2025,ESP,,-,"5'10""",70 kg,Left,23,Fairly Determined,Scouting Required,£550K - £5.2M,1 (1),95,0,1,-,0.13,0.13,0.13,0.065,,,,6,,0,5.87,1 (1),1,95,95,6.3,0,-,1,0,0%,0.95,0,0,0,-,1,0.13,0,-,1,0.95,1,0.95,42,39.79,35,33.16,83%,8,3,37%,2,1.89,0,14.7km,5,4.74,4,3.79,80%,0,0,0,0%,6,1,0,0,-,3,-,-,-,-,-,-,-,-,1,0,-,0,1,47.5,,13.926
